_id.$oid,bonusPointsEarned,bonusPointsEarnedReason,createDate.$date,dateScanned.$date,finishedDate.$date,modifyDate.$date,pointsAwardedDate.$date,pointsEarned,purchaseDate.$date,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId,barcode,description,finalPrice,itemPrice,needsFetchReview,partnerItemId,preventTargetGapPoints,quantityPurchased,userFlaggedBarcode,userFlaggedNewItem,userFlaggedPrice,userFlaggedQuantity,needsFetchReviewReason,pointsNotAwardedReason,pointsPayerId,rewardsGroup,rewardsProductPartnerId,userFlaggedDescription,originalMetaBriteBarcode,originalMetaBriteDescription,brandCode,competitorRewardsGroup,discountedItemPrice,originalReceiptItemText,itemNumber,originalMetaBriteQuantityPurchased,pointsEarned_item,targetPrice,competitiveProduct,originalFinalPrice,originalMetaBriteItemPrice,deleted,priceAfterCoupon,metabriteCampaignId
5ff1e1ed0a7214ada100056e,5.0,All-receipts receipt bonus,2021-01-03 15:25:33,2021-01-03 15:25:33,2021-01-03 15:25:34,2021-01-03 15:25:38,2021-01-03 15:25:34,5.0,2021-01-03 00:00:00,5.0,FINISHED,20.0,5ff1e1eacfcf6c399c274ae6,,MSSN TORTLLA,2.23,2.23,,1009,,1.0,,,,,,,,,,,,,MISSION,TACO BELL TACO SHELLS,2.23,MSSN TORTLLA,,,,,,,,,,
5ff1e1eb0a7214ada100056b,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:25:31,2021-01-03 15:25:31,2021-01-03 15:25:31,2021-01-03 15:25:36,2021-01-03 15:25:31,250.0,2021-01-03 00:00:00,3.0,FINISHED,20.0,5ff1e1eacfcf6c399c274ae6,046000832517,"Old El Paso Mild Chopped Green Chiles, 4.5 Oz",10.00,10.00,,0,,1.0,,,,,,Action not allowed for user and CPG,5332f5f3e4b03c9a25efd0ae,OLD EL PASO BEANS & PEPPERS,5332f5f3e4b03c9a25efd0ae,,,,BRAND,,,,,,,,,,,,,
5ff1e1c50a720f052300056c,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:24:53,2021-01-03 15:24:53,2021-01-03 15:24:53,2021-01-03 15:24:53,2021-01-03 15:24:53,100.0,2021-01-02 15:24:53,1.0,FINISHED,1.0,5ff1e194b6a9d73a3a9f1052,4011,ITEM NOT FOUND,20.00,20.00,False,1,True,5.0,4011,True,20.00,5.0,,,,,,,,,,,,,,,,,,,,,,
5ff1e1a10a720f0523000568,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:24:17,2021-01-03 15:24:17,2021-01-03 15:39:20,2021-01-03 15:39:20,2021-01-03 15:24:19,750.0,2021-01-02 00:00:00,5.0,FINISHED,50.0,5ff1e194b6a9d73a3a9f1052,4011,ITEM NOT FOUND,20.00,20.00,False,1,True,3.0,4011,True,20.00,3.0,,,,,,,,,,,,,,,,,,,,,,
5ff1e1b60a7214ada100055c,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:24:38,2021-01-03 15:24:38,,2021-01-03 15:24:38,,8850.0,2021-02-03 15:24:38,10.0,FLAGGED,290.0,5ff1e194b6a9d73a3a9f1052,4011,ITEM NOT FOUND,1,1,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5ff1e1b60a7214ada100055c,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:24:38,2021-01-03 15:24:38,,2021-01-03 15:24:38,,8850.0,2021-02-03 15:24:38,10.0,FLAGGED,290.0,5ff1e194b6a9d73a3a9f1052,4011,ITEM NOT FOUND,1,1,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5ff1e1b60a7214ada100055c,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:24:38,2021-01-03 15:24:38,,2021-01-03 15:24:38,,8850.0,2021-02-03 15:24:38,10.0,FLAGGED,290.0,5ff1e194b6a9d73a3a9f1052,4011,ITEM NOT FOUND,1,1,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5ff1e1b60a7214ada100055c,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:24:38,2021-01-03 15:24:38,,2021-01-03 15:24:38,,8850.0,2021-02-03 15:24:38,10.0,FLAGGED,290.0,5ff1e194b6a9d73a3a9f1052,4011,ITEM NOT FOUND,1,1,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5ff1e1b60a7214ada100055c,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:24:38,2021-01-03 15:24:38,,2021-01-03 15:24:38,,8850.0,2021-02-03 15:24:38,10.0,FLAGGED,290.0,5ff1e194b6a9d73a3a9f1052,4011,ITEM NOT FOUND,1,1,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5ff1e1b60a7214ada100055c,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:24:38,2021-01-03 15:24:38,,2021-01-03 15:24:38,,8850.0,2021-02-03 15:24:38,10.0,FLAGGED,290.0,5ff1e194b6a9d73a3a9f1052,4011,ITEM NOT FOUND,1,1,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5ff1e1b60a7214ada100055c,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:24:38,2021-01-03 15:24:38,,2021-01-03 15:24:38,,8850.0,2021-02-03 15:24:38,10.0,FLAGGED,290.0,5ff1e194b6a9d73a3a9f1052,4011,ITEM NOT FOUND,1,1,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5ff1e1b60a7214ada100055c,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:24:38,2021-01-03 15:24:38,,2021-01-03 15:24:38,,8850.0,2021-02-03 15:24:38,10.0,FLAGGED,290.0,5ff1e194b6a9d73a3a9f1052,4011,ITEM NOT FOUND,1,1,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5ff1e1b60a7214ada100055c,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:24:38,2021-01-03 15:24:38,,2021-01-03 15:24:38,,8850.0,2021-02-03 15:24:38,10.0,FLAGGED,290.0,5ff1e194b6a9d73a3a9f1052,4011,ITEM NOT FOUND,1,1,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5ff1e1b60a7214ada100055c,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:24:38,2021-01-03 15:24:38,,2021-01-03 15:24:38,,8850.0,2021-02-03 15:24:38,10.0,FLAGGED,290.0,5ff1e194b6a9d73a3a9f1052,4011,ITEM NOT FOUND,1,1,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5f9c74f70a7214ad07000037,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-10-30 20:17:59,2020-10-30 20:17:59,,2021-01-03 15:24:54,2020-10-30 20:18:00,750.0,2020-10-29 20:17:59,11.0,REJECTED,1.0,5f9c74f7c88c1415cbddb839,013562300631,"Annie's Homegrown Organic White Cheddar Macaroni & Cheese Shells, 6 Oz",50.00,50.00,True,1,,5.0,,,,,POINTS_GREATER_THAN_THRESHOLD,Action not allowed for user and CPG,5332f5f3e4b03c9a25efd0ae,ANNIE'S HOMEGROWN MULTI-SERVING MAC & CHEESE,5332f5f3e4b03c9a25efd0ae,,,,,,50.00,,013562300631,1.0,,,,,,,,
5f9c74f70a7214ad07000037,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-10-30 20:17:59,2020-10-30 20:17:59,,2021-01-03 15:24:54,2020-10-30 20:18:00,750.0,2020-10-29 20:17:59,11.0,REJECTED,1.0,5f9c74f7c88c1415cbddb839,013562300631,"Annie's Homegrown Organic White Cheddar Macaroni & Cheese Shells, 6 Oz",50.00,50.00,True,1,,5.0,,,,,POINTS_GREATER_THAN_THRESHOLD,Action not allowed for user and CPG,5332f5f3e4b03c9a25efd0ae,ANNIE'S HOMEGROWN MULTI-SERVING MAC & CHEESE,5332f5f3e4b03c9a25efd0ae,,,,,,50.00,,013562300631,1.0,,,,,,,,
5f9c74f70a7214ad07000037,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-10-30 20:17:59,2020-10-30 20:17:59,,2021-01-03 15:24:54,2020-10-30 20:18:00,750.0,2020-10-29 20:17:59,11.0,REJECTED,1.0,5f9c74f7c88c1415cbddb839,013562300631,"Annie's Homegrown Organic White Cheddar Macaroni & Cheese Shells, 6 Oz",50.00,50.00,True,1,,5.0,,,,,POINTS_GREATER_THAN_THRESHOLD,Action not allowed for user and CPG,5332f5f3e4b03c9a25efd0ae,ANNIE'S HOMEGROWN MULTI-SERVING MAC & CHEESE,5332f5f3e4b03c9a25efd0ae,,,,,,50.00,,013562300631,1.0,,,,,,,,
5f9c74f70a7214ad07000037,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-10-30 20:17:59,2020-10-30 20:17:59,,2021-01-03 15:24:54,2020-10-30 20:18:00,750.0,2020-10-29 20:17:59,11.0,REJECTED,1.0,5f9c74f7c88c1415cbddb839,013562300631,"Annie's Homegrown Organic White Cheddar Macaroni & Cheese Shells, 6 Oz",50.00,50.00,True,1,,5.0,,,,,POINTS_GREATER_THAN_THRESHOLD,Action not allowed for user and CPG,5332f5f3e4b03c9a25efd0ae,ANNIE'S HOMEGROWN MULTI-SERVING MAC & CHEESE,5332f5f3e4b03c9a25efd0ae,,,,,,50.00,,013562300631,1.0,,,,,,,,
5f9c74f70a7214ad07000037,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-10-30 20:17:59,2020-10-30 20:17:59,,2021-01-03 15:24:54,2020-10-30 20:18:00,750.0,2020-10-29 20:17:59,11.0,REJECTED,1.0,5f9c74f7c88c1415cbddb839,013562300631,"Annie's Homegrown Organic White Cheddar Macaroni & Cheese Shells, 6 Oz",50.00,50.00,True,1,,5.0,,,,,POINTS_GREATER_THAN_THRESHOLD,Action not allowed for user and CPG,5332f5f3e4b03c9a25efd0ae,ANNIE'S HOMEGROWN MULTI-SERVING MAC & CHEESE,5332f5f3e4b03c9a25efd0ae,,,,,,50.00,,013562300631,1.0,,,,,,,,
5f9c74f70a7214ad07000037,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-10-30 20:17:59,2020-10-30 20:17:59,,2021-01-03 15:24:54,2020-10-30 20:18:00,750.0,2020-10-29 20:17:59,11.0,REJECTED,1.0,5f9c74f7c88c1415cbddb839,013562300631,"Annie's Homegrown Organic White Cheddar Macaroni & Cheese Shells, 6 Oz",50.00,50.00,True,1,,5.0,,,,,POINTS_GREATER_THAN_THRESHOLD,Action not allowed for user and CPG,5332f5f3e4b03c9a25efd0ae,ANNIE'S HOMEGROWN MULTI-SERVING MAC & CHEESE,5332f5f3e4b03c9a25efd0ae,,,,,,50.00,,013562300631,1.0,,,,,,,,
5f9c74f70a7214ad07000037,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-10-30 20:17:59,2020-10-30 20:17:59,,2021-01-03 15:24:54,2020-10-30 20:18:00,750.0,2020-10-29 20:17:59,11.0,REJECTED,1.0,5f9c74f7c88c1415cbddb839,013562300631,"Annie's Homegrown Organic White Cheddar Macaroni & Cheese Shells, 6 Oz",50.00,50.00,True,1,,5.0,,,,,POINTS_GREATER_THAN_THRESHOLD,Action not allowed for user and CPG,5332f5f3e4b03c9a25efd0ae,ANNIE'S HOMEGROWN MULTI-SERVING MAC & CHEESE,5332f5f3e4b03c9a25efd0ae,,,,,,50.00,,013562300631,1.0,,,,,,,,
5f9c74f70a7214ad07000037,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-10-30 20:17:59,2020-10-30 20:17:59,,2021-01-03 15:24:54,2020-10-30 20:18:00,750.0,2020-10-29 20:17:59,11.0,REJECTED,1.0,5f9c74f7c88c1415cbddb839,013562300631,"Annie's Homegrown Organic White Cheddar Macaroni & Cheese Shells, 6 Oz",50.00,50.00,True,1,,5.0,,,,,POINTS_GREATER_THAN_THRESHOLD,Action not allowed for user and CPG,5332f5f3e4b03c9a25efd0ae,ANNIE'S HOMEGROWN MULTI-SERVING MAC & CHEESE,5332f5f3e4b03c9a25efd0ae,,,,,,50.00,,013562300631,1.0,,,,,,,,
5f9c74f70a7214ad07000037,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-10-30 20:17:59,2020-10-30 20:17:59,,2021-01-03 15:24:54,2020-10-30 20:18:00,750.0,2020-10-29 20:17:59,11.0,REJECTED,1.0,5f9c74f7c88c1415cbddb839,013562300631,"Annie's Homegrown Organic White Cheddar Macaroni & Cheese Shells, 6 Oz",50.00,50.00,True,1,,5.0,,,,,POINTS_GREATER_THAN_THRESHOLD,Action not allowed for user and CPG,5332f5f3e4b03c9a25efd0ae,ANNIE'S HOMEGROWN MULTI-SERVING MAC & CHEESE,5332f5f3e4b03c9a25efd0ae,,,,,,50.00,,013562300631,1.0,,,,,,,,
5f9c74f70a7214ad07000037,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-10-30 20:17:59,2020-10-30 20:17:59,,2021-01-03 15:24:54,2020-10-30 20:18:00,750.0,2020-10-29 20:17:59,11.0,REJECTED,1.0,5f9c74f7c88c1415cbddb839,013562300631,"Annie's Homegrown Organic White Cheddar Macaroni & Cheese Shells, 6 Oz",50.00,50.00,True,1,,5.0,,,,,POINTS_GREATER_THAN_THRESHOLD,Action not allowed for user and CPG,5332f5f3e4b03c9a25efd0ae,ANNIE'S HOMEGROWN MULTI-SERVING MAC & CHEESE,5332f5f3e4b03c9a25efd0ae,,,,,,50.00,,013562300631,1.0,,,,,,,,
5f9c74f70a7214ad07000037,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-10-30 20:17:59,2020-10-30 20:17:59,,2021-01-03 15:24:54,2020-10-30 20:18:00,750.0,2020-10-29 20:17:59,11.0,REJECTED,1.0,5f9c74f7c88c1415cbddb839,013562300631,"Annie's Homegrown Organic White Cheddar Macaroni & Cheese Shells, 6 Oz",50.00,50.00,True,1,,5.0,,,,,POINTS_GREATER_THAN_THRESHOLD,Action not allowed for user and CPG,5332f5f3e4b03c9a25efd0ae,ANNIE'S HOMEGROWN MULTI-SERVING MAC & CHEESE,5332f5f3e4b03c9a25efd0ae,,,,,,50.00,,013562300631,1.0,,,,,,,,
5ff1e1b20a7214ada100055a,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:24:34,2021-01-03 15:24:34,2021-01-03 15:24:35,2021-01-03 15:24:35,2021-01-03 15:24:35,300.0,2021-02-03 15:24:35,1.0,FINISHED,1.0,5ff1e194b6a9d73a3a9f1052,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,1,,1.0,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,,,870.0,77,,,,,,
5ff1e1e90a7214ada1000569,,,2021-01-03 15:25:29,2021-01-03 15:25:29,,2021-01-03 15:25:29,,,,0.0,FLAGGED,0.0,5ff1e1e9b6a9d73a3a9f10f6,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,2,,1.0,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,,,870.0,77,,,,,,
5ff1e1e90a7214ada1000569,,,2021-01-03 15:25:29,2021-01-03 15:25:29,,2021-01-03 15:25:29,,,,0.0,FLAGGED,0.0,5ff1e1e9b6a9d73a3a9f10f6,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,2,,1.0,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,,,870.0,77,,,,,,
5ff1e1df0a7214ada1000564,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:25:19,2021-01-03 15:25:19,2021-01-03 15:25:20,2021-01-03 15:25:25,2021-01-03 15:25:19,750.0,2021-01-02 15:25:19,2.0,FINISHED,11.0,5ff1e1dfcfcf6c399c274ab3,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,3,,1.0,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,,,870.0,77,,,,,,
5ff1e1df0a7214ada1000564,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:25:19,2021-01-03 15:25:19,2021-01-03 15:25:20,2021-01-03 15:25:25,2021-01-03 15:25:19,750.0,2021-01-02 15:25:19,2.0,FINISHED,11.0,5ff1e1dfcfcf6c399c274ab3,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,3,,1.0,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,,,870.0,77,,,,,,
5ff1e1b40a7214ada100055b,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:24:36,2021-01-03 15:24:36,,2021-01-03 15:24:37,2021-01-03 15:24:36,750.0,2021-01-02 15:24:36,1.0,FLAGGED,1.0,5ff1e1b4cfcf6c399c274a54,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,4,,1.0,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,,,870.0,77,,,,,,
5ff1e1b40a7214ada100055b,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:24:36,2021-01-03 15:24:36,,2021-01-03 15:24:37,2021-01-03 15:24:36,750.0,2021-01-02 15:24:36,1.0,FLAGGED,1.0,5ff1e1b4cfcf6c399c274a54,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,4,,1.0,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,,,870.0,77,,,,,,
5ff1e1b40a7214ada100055b,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:24:36,2021-01-03 15:24:36,,2021-01-03 15:24:37,2021-01-03 15:24:36,750.0,2021-01-02 15:24:36,1.0,FLAGGED,1.0,5ff1e1b4cfcf6c399c274a54,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,4,,1.0,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,,,870.0,77,,,,,,
5ff1e1b40a7214ada100055b,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:24:36,2021-01-03 15:24:36,,2021-01-03 15:24:37,2021-01-03 15:24:36,750.0,2021-01-02 15:24:36,1.0,FLAGGED,1.0,5ff1e1b4cfcf6c399c274a54,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,4,,1.0,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,,,870.0,77,,,,,,
5ff1e1b40a7214ada100055b,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:24:36,2021-01-03 15:24:36,,2021-01-03 15:24:37,2021-01-03 15:24:36,750.0,2021-01-02 15:24:36,1.0,FLAGGED,1.0,5ff1e1b4cfcf6c399c274a54,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,4,,1.0,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,,,870.0,77,,,,,,
5ff1e1b40a7214ada100055b,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:24:36,2021-01-03 15:24:36,,2021-01-03 15:24:37,2021-01-03 15:24:36,750.0,2021-01-02 15:24:36,1.0,FLAGGED,1.0,5ff1e1b4cfcf6c399c274a54,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,4,,1.0,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,,,870.0,77,,,,,,
5ff1e1b40a7214ada100055b,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:24:36,2021-01-03 15:24:36,,2021-01-03 15:24:37,2021-01-03 15:24:36,750.0,2021-01-02 15:24:36,1.0,FLAGGED,1.0,5ff1e1b4cfcf6c399c274a54,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,4,,1.0,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,,,870.0,77,,,,,,
